fauteuils;entrees_2020;entrees_2019;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
1134;58 762;4 462;LES ECRANS DE CHAUMONT;23,5;48.110117;5.13491;107043;GRAND EST;52121;22333;52;52401;Chaumont;23370;05-Unités urbaines de 20 000 à 100 000 hbts;8;31;5 920;12,2;De 50 à 80 000 entrées;D;RDJP;C;214;157;111;52,6;43,8;3,6;0;101;23
380;13 421;47 917;ECRANPIC;17,6;49.622785;3.220456;107251;HAUTS DE FRANCE;2173;11831;2;2303;Chauny;17550;06-autres communes et unités urbaines;3;30;1 861;-0,7;De 10 à 20 000 entrées;E;JP;C;141;115;66;53;44,6;2,4;0;54;12,8
218;6 182;7 022;CHAUVIGNY CINEMA;15,9;46.568169;0.647781;107511;NOUVELLE AQUITAINE;86070;7105;86;86203;Chauvigny;7105;06-autres communes et unités urbaines;2;20;300;-0,1;De 5 à 10 000 entrées;E;RDJPPR;I;79;55;0;41,1;50,6;5,9;2,4;56;11,6
643;6 937;4 857;REGIE CULTURELLE ATRIUM DE CHAVILLE;48,8;48.813094;2.192579;108192;ILE-DE-FRANCE;92022;20001;92;851;Paris;10706072;02-Grande Couronne;1;27;216;0,4;De 5 à 10 000 entrées;NON;;B;80;60;2;71,8;24,2;3,2;0,8;37;59,4
195;1 868;15 837;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;25,3;45.877437;4.7121;108298;AUVERGNE / RHONE-ALPES;69052;4095;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;15;34;-0,9;Moins de 2000 entrées;NON;;B;30;20;0;52,9;38,7;5,2;3,2;13;30
146;2 474;23 384;CINE CHEF;31;46.108833;-0.068552;108592;NOUVELLE AQUITAINE;79083;2137;79;79101;Chef-Boutonne;2137;06-autres communes et unités urbaines;1;29;189;-0,9;De 2 à 5 000 entrées;E;JP;I;97;79;0;55;35,8;6,7;2,5;46;26,6
645;22 477;112 618;STUDIO 43;21,1;48.877872;2.586341;108774;ILE-DE-FRANCE;77108;53833;77;851;Paris;10706072;03-Petite couronne;2;28;1 578;-0,8;De 20 à 30 000 entrées;C;JP;B;120;78;13;46,4;44,9;4,8;3,9;58;17,5
198;4 600;343 559;ABC49 LES AMIS DU BON CINEMA;0;47.212271;-0.72686;108932;PAYS DE LA LOIRE;49092;21492;49;49210;Chemillé;21492;05-Unités urbaines de 20 000 à 100 000 hbts;1;27;186;-1;De 2 à 5 000 entrées;D;;I;78;61;0;#N/A;#N/A;#N/A;#N/A;31;#DIV/0!
1025;23 035;7 563;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;22,9;49.638968;-1.621407;109792;NORMANDIE;50129;80616;50;50501;Cherbourg-Octeville;83311;05-Unités urbaines de 20 000 à 100 000 hbts;5;27;3 697;2;De 20 à 30 000 entrées;B;RDJPPR;C;226;149;123;54;38,9;5,1;1,9;189;20,4
2487;110 875;19 155;MONCHERBOURG;43;49.642211;-1.613365;109836;NORMANDIE;50129;80616;50;50501;Cherbourg-Octeville;83311;05-Unités urbaines de 20 000 à 100 000 hbts;12;31;12 190;4,8;De 100 à 150 000 entrées;NON;;C;154;111;104;59;30,7;4,5;5,7;31;53,1
3923;233 168;23 905;GAUMONT;33,5;48.880488;2.772675;110351;ILE-DE-FRANCE;77111;5131;77;851;Paris;10706072;03-Petite couronne;15;31;13 689;8,8;De 200 à 300 000 entrées;NON;;B;194;102;100;52,3;26,5;12,2;9;34;32,6
216;16 327;49 598;LE CINEMA DE CHESSY;18,6;48.856412;2.773682;110372;ILE-DE-FRANCE;77111;5131;77;851;Paris;10706072;03-Petite couronne;2;31;2 078;-0,7;De 10 à 20 000 entrées;C;;B;194;100;17;44,1;45,8;7,6;2,5;81;14,7
405;5 823;93;CENTRE CULTUREL DE CHEVILLY LARUE;45,8;48.770432;2.350955;110761;ILE-DE-FRANCE;94021;19169;94;851;Paris;10706072;02-Grande Couronne;1;25;245;61,6;De 5 à 10 000 entrées;C;;B;72;55;0;58,3;30,7;8,2;2,9;39;50,7
159;2 605;181 654;ASSOCIATION SOU DES ECOLES LAIQUES DE LA VILLE DU CHEYLARD;7,5;44.907088;4.421455;111071;AUVERGNE / RHONE-ALPES;7064;3032;7;7114;Le Cheylard;4014;06-autres communes et unités urbaines;1;20;91;-1;De 2 à 5 000 entrées;NON;;C;44;34;0;42,8;50,9;4,8;1,5;12;4
409;17 622;23 072;ASSOCIATION FRANCOIS TRUFFAUT;54,6;48.703333;2.314917;111583;ILE-DE-FRANCE;91161;20258;91;851;Paris;10706072;03-Petite couronne;2;29;1 626;-0,2;De 10 à 20 000 entrées;C;RDJPPR;B;232;133;12;69,3;23,9;4,7;2,1;164;48,4
350;12 354;33 437;ASSOCIATION CINEMA LE RABELAIS;29,7;47.16663;0.240401;111621;CENTRE-VAL DE LOIRE;37072;8101;37;37205;Chinon;9906;06-autres communes et unités urbaines;1;31;441;-0,6;De 10 à 20 000 entrées;E;JPPR;C;139;103;17;74;19,4;4,5;2,1;83;31,1
181;13 046;52 169;CENTRE D'ACTION CULTURELLE THEATRE PAUL ELUARD CHOISY LE ROI;28,2;48.766383;2.414699;112014;ILE-DE-FRANCE;94022;43846;94;851;Paris;10706072;02-Grande Couronne;1;25;444;-0,7;De 10 à 20 000 entrées;C;JP;B;89;62;0;59,1;29,6;6,8;4,5;46;26,2
1443;118 531;64 231;SOCIETE NOUVELLE D  ENTREPRISE DE SPECTACLES;40,1;47.061739;-0.881773;112095;PAYS DE LA LOIRE;49099;53800;49;49501;Cholet;57841;05-Unités urbaines de 20 000 à 100 000 hbts;10;31;9 648;0,8;De 100 à 150 000 entrées;D;RDJPPR;C;231;139;118;56,5;31,9;9,3;2,3;102;41,9
426;18 977;8 573;SOCIETE DU KURSAAL CINEMA;46,2;43.175703;5.604941;112811;PROVENCE-ALPES-COTE D'AZUR;13028;35580;13;757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;3;31;2 115;1,2;De 10 à 20 000 entrées;C;RD;B;159;126;90;62;24,9;4;9,1;81;48,4
142;9 736;562;ASSOCIATION LES LUMIERES DE L' EDEN;42,1;43.177341;5.610704;112825;PROVENCE-ALPES-COTE D'AZUR;13028;35580;13;757;Toulon;569793;04-Unités urbaines de 100 000 hbts ou plus;1;30;568;16,3;De 5 à 10 000 entrées;C;JPPR;B;174;85;3;57,9;24,9;14;3,2;122;30,7
126;6 881;6 200;TEXIER PASCAL;17,3;46.148022;0.295463;113131;NOUVELLE AQUITAINE;86078;2664;86;86113;Civray;4019;06-autres communes et unités urbaines;1;29;563;0,1;De 5 à 10 000 entrées;E;RDJPPR;C;145;98;3;43,9;49,5;4,6;2;69;14,7
116;984;114 784;ASSOCIATION LE PARVIS SCENE NATIONALE TARBES PYRENEES;15,2;43.257218;0.483469;113271;OCCITANIE;65148;125;65;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;30;98;-1;Moins de 2000 entrées;E;;R;89;76;8;88,9;11,1;0;0;34;14,2
176;1 386;755 213;COMMUNE DE CLAMART;31;48.802513;2.263801;113523;ILE-DE-FRANCE;92023;52645;92;851;Paris;10706072;02-Grande Couronne;1;8;90;-1;Moins de 2000 entrées;C;RDJP;B;22;8;2;67,3;21,4;10,4;0,9;17;36,2
243;8 394;730 099;EDEN CINEMA SARL;31,1;47.458201;3.515322;113611;BOURGOGNE / FRANCHE-COMTE;58079;3867;58;58107;Clamecy;4165;06-autres communes et unités urbaines;2;30;917;-1;De 5 à 10 000 entrées;NON;;C;119;91;21;64,1;29,4;5,1;1,5;57;25,7
356;21 250;399 249;COMMUNE DE CLAYES SOUS BOIS;32,9;48.821274;1.987156;114032;ILE-DE-FRANCE;78165;17645;78;851;Paris;10706072;03-Petite couronne;2;31;1 184;-0,9;De 20 à 30 000 entrées;C;JP;B;137;94;11;59,2;23,4;12,4;5;67;27,5
193;3 460;51 048;ASSOCIATION CULTURE ET LOISIRS CINEMA;32;46.290173;4.304916;114062;BOURGOGNE / FRANCHE-COMTE;71133;1706;71;71110;La Clayette;2947;06-autres communes et unités urbaines;1;29;248;-0,9;De 2 à 5 000 entrées;E;JP;C;98;80;0;67,7;24,1;5,2;3;44;35,1
129;1 560;40 553;ECRAN VAGABOND DU TRIEVES;18,4;44.814065;5.63181;114211;AUVERGNE / RHONE-ALPES;38113;571;38;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;28;44;-1;Moins de 2000 entrées;NON;;R;42;33;0;38,1;56;4,3;1,6;26;25,7
110;8 202;39 601;COMMUNE DE CLERMONT;50;49.377974;2.414916;114523;HAUTS DE FRANCE;60157;10548;60;60401;Clermont;21674;05-Unités urbaines de 20 000 à 100 000 hbts;1;27;380;-0,8;De 5 à 10 000 entrées;D;JPPR;C;103;73;2;74,6;22,9;1,9;0,6;44;52,2
230;21 897;2 762;OFFICE CULTUREL CLERMONTAIS;83,1;43.625579;3.435522;114564;OCCITANIE;34079;8667;34;34213;Clermont-l'Hérault;10400;06-autres communes et unités urbaines;1;29;723;6,9;De 20 à 30 000 entrées;E;RDJPPR;C;160;115;22;58,8;16,6;16,4;8,3;87;87,7
670;40 613;92 212;UGC;21,8;45.776195;3.081674;114621;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;5;31;3 778;-0,6;De 40 à 50 000 entrées;A;RD;C;119;78;77;46,8;42,7;8,5;2;98;20,1
159;11 576;227 891;ASSOCIATION LES AMIS DU RIO;23,8;45.803623;3.108544;114664;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;1;27;766;-0,9;De 10 à 20 000 entrées;A;RDJPPR;C;120;43;9;63,7;36,3;0;0;97;29,8
1234;39 077;3 001;LES CINEMAS PATHE GAUMONT;28,6;45.77645;3.08216;114701;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;7;31;5 236;12;De 30 à 40 000 entrées;NON;;C;118;74;72;68,7;22,4;6,8;2;20;24,4
269;20 285;28 722;LE PARIS;35,1;45.778539;3.081053;114717;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;3;27;2 305;-0,3;De 20 à 30 000 entrées;A;RDJPPR;C;89;58;55;60,2;29,2;7,8;2,7;80;29,1
1162;52 380;13 189;LE PARIS;28,2;45.774394;3.08166;114720;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;7;31;6 662;3;De 50 à 80 000 entrées;NON;;C;102;72;69;60;14,7;24,1;1,2;18;36
2218;82 484;3 385;PROCHIMAT SARL;23,7;45.807582;3.109175;114727;AUVERGNE / RHONE-ALPES;63113;141398;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;12;31;12 112;23,4;De 80 à 100 000 entrées;NON;;C;144;102;99;64;30,6;2,9;2,5;22;28,6
150;6 462;298 104;FEDERATION DEPARTEMENTALE FOYERS RURAUX DE SAONE ET LOIRE;24,5;46.4211271;4.821967699999959;114971;BOURGOGNE / FRANCHE-COMTE;71135;848;71;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;22;175;-1;De 5 à 10 000 entrées;E;JP;R;31;2;0;46,2;43,3;7,5;2,9;24;19,1
549;10 495;116 090;COMMUNE DE CLICHY LA GARENNE;50;48.90196;2.309342;115104;ILE-DE-FRANCE;92024;60435;92;851;Paris;10706072;02-Grande Couronne;1;21;364;-0,9;De 10 à 20 000 entrées;C;;B;89;61;0;52,6;33,1;12;2,3;46;62
432;22 470;3 152;CINEMA LE CONNETABLE;17,9;47.083295;-1.287262;115334;PAYS DE LA LOIRE;44043;6883;44;365;Clisson;18440;06-autres communes et unités urbaines;2;31;663;6,1;De 20 à 30 000 entrées;E;JP;C;151;123;45;43;47,8;6,6;2,5;72;14,9
289;4 772;5 080;COMMUNE DE CLUNY;50,8;46.43482;4.657216;115511;BOURGOGNE / FRANCHE-COMTE;71137;4803;71;71112;Cluny;4803;06-autres communes et unités urbaines;1;25;219;-0,1;De 2 à 5 000 entrées;E;JPPR;I;77;52;0;61,6;25,7;6,2;6,5;45;52,5
313;5 021;15 051;DUO;16,2;45.904524;6.425393;115521;AUVERGNE / RHONE-ALPES;74080;1770;74;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;22;236;-0,7;De 5 à 10 000 entrées;NON;;R;50;40;23;46,9;47,5;4,5;1,1;10;12
256;3 747;10 808;DOMAINE SKIABLE DE FLAINE;33,8;46.050618;6.587273;115562;AUVERGNE / RHONE-ALPES;74081;17538;74;74502;Cluses;89490;05-Unités urbaines de 20 000 à 100 000 hbts;1;20;194;-0,7;De 2 à 5 000 entrées;NON;;C;62;45;33;67,3;24,9;7,8;0;15;36,5
600;3 848;57 986;CINEVALLEES;38,7;46.058081;6.580638;115565;AUVERGNE / RHONE-ALPES;74081;17538;74;74502;Cluses;89490;05-Unités urbaines de 20 000 à 100 000 hbts;1;10;87;-0,9;De 2 à 5 000 entrées;D;;C;43;18;0;60,7;30,6;4,9;3,7;35;34,5
655;9 988;14 807;CINEMONDE;20,8;46.063557;6.58368;115566;AUVERGNE / RHONE-ALPES;74081;17538;74;74502;Cluses;89490;05-Unités urbaines de 20 000 à 100 000 hbts;3;19;1 321;-0,3;De 5 à 10 000 entrées;NON;;C;104;85;26;43,9;48,5;5,4;2,2;65;16,5
962;23 390;2 896;RAYLUMOND;18,1;45.69146;-0.322862;115891;NOUVELLE AQUITAINE;16102;18654;16;16401;Cognac;26408;05-Unités urbaines de 20 000 à 100 000 hbts;7;10;1 515;7,1;De 20 à 30 000 entrées;NON;;C;43;30;24;35,8;53,4;8,3;2,4;10;12,4
130;5 542;34 142;POLYMAGES;32,9;43.250728;6.537455;116021;PROVENCE-ALPES-COTE D'AZUR;83042;12387;83;83305;Cogolin;12387;06-autres communes et unités urbaines;1;31;605;-0,8;De 5 à 10 000 entrées;E;;I;85;72;20;57,7;33,5;6;2,7;34;37,8
322;849;18 931;MAISON DES JEUNES ET DE LA CULTURE DU THEATRE DE COLOMBES;38,8;48.923862;2.250041;117025;ILE-DE-FRANCE;92025;85199;92;851;Paris;10706072;02-Grande Couronne;1;8;16;-1;Moins de 2000 entrées;C;;B;7;0;0;58,1;29;6,4;6,5;7;38,1
477;48 765;80 192;QUATRE CLUBS SARL;20;48.923159;2.255372;117051;ILE-DE-FRANCE;92025;85199;92;851;Paris;10706072;02-Grande Couronne;4;31;3 065;-0,4;De 40 à 50 000 entrées;C;JPPR;B;138;96;66;48,9;41,9;3;6,2;70;22,4
412;18 023;38 974;COMMUNE DE COLOMIERS;23,2;43.611008;1.332576;117341;OCCITANIE;31149;38801;31;31701;Toulouse;948433;04-Unités urbaines de 100 000 hbts ou plus;2;31;1 179;-0,5;De 10 à 20 000 entrées;C;RDJPPR;B;133;82;21;67;27,4;4,2;1,4;80;23,3
296;12 346;4 283;ASSOCIATION LA CHATEAUBRIAND;7,9;48.412765;-1.750635;117742;BRETAGNE;35085;5862;35;35205;Combourg;5862;06-autres communes et unités urbaines;2;32;761;1,9;De 10 à 20 000 entrées;E;RDJP;I;176;138;24;37,2;58,2;2,4;2,3;92;5,2
236;4 737;9 686;SCENE NATIONALE DE SENART;15,1;48.659579;2.566711;117921;ILE-DE-FRANCE;77122;22154;77;851;Paris;10706072;03-Petite couronne;1;26;301;-0,5;De 2 à 5 000 entrées;NON;;B;82;60;0;60,8;32,3;5,7;1,2;46;9,2
0;5 822;50 017;UNION DEPARTEMENT ASSOCIATIONS D'ANIMATION MILIEU RURAL ALLIER;21,8;46.287439;2.74393;118073;AUVERGNE / RHONE-ALPES;3082;6329;3;3203;Commentry;7140;06-autres communes et unités urbaines;1;25;170;-0,9;De 5 à 10 000 entrées;NON;;C;27;18;0;54,6;39,7;4,7;1,1;10;22
215;2 922;543 356;ASSOCIATION OFFICE MUNICIPAL D'ANIMATION;46,2;48.763489;5.589497;118135;GRAND EST;55122;5826;55;55203;Commercy;5826;06-autres communes et unités urbaines;1;19;141;-1;De 2 à 5 000 entrées;E;;I;62;58;1;59,9;26,4;8,1;5,6;32;41
801;53 413;157 487;SOCIETE DES CINEMAS CELTIC;73,8;47.899073;-3.909554;118495;BRETAGNE;29039;19182;29;29404;Concarneau;26225;05-Unités urbaines de 20 000 à 100 000 hbts;5;31;3 504;-0,7;De 50 à 80 000 entrées;D;JP;C;151;95;65;61,8;20,4;12;5,8;64;75,5
381;6 787;5 850;LES FEUX DE LA RAMPE;26,1;48.8506;-0.551002;119054;NORMANDIE;14174;6834;14;262;Condé-sur-Noireau;8255;06-autres communes et unités urbaines;1;30;353;0,2;De 5 à 10 000 entrées;E;JP;C;99;74;3;69,8;20,8;4,1;5,3;44;21,5
340;4 174;6 419;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;63,2;49.06477;-1.036857;119122;NORMANDIE;50139;4082;50;50106;Condé-sur-Vire;4082;06-autres communes et unités urbaines;1;22;107;-0,3;De 2 à 5 000 entrées;E;JP;I;42;21;0;63,5;11,7;5,5;19,4;18;71,1
273;6 230;9 218;LES LUMIERES DE LA VILLE;16,8;43.955916;0.372655;119181;OCCITANIE;32107;6695;32;32203;Condom;6695;06-autres communes et unités urbaines;2;30;393;-0,3;De 5 à 10 000 entrées;E;RDJPPR;I;188;135;22;50,1;45;4,5;0,5;116;18,2
159;2 536;552 138;CENTRE CULTUREL JEAN VILAR - CINEMA LUX;79,5;49.168276;5.857616;119281;GRAND EST;54136;2356;54;54301;Jarny;12197;06-autres communes et unités urbaines;1;29;141;-1;De 2 à 5 000 entrées;NON;;B;39;31;1;69,8;16,3;8,7;5,1;11;81,9
3105;329 801;339 013;PATHE CONFLANS;44,8;49.004829;2.077668;119305;ILE-DE-FRANCE;78172;35019;78;851;Paris;10706072;03-Petite couronne;13;31;11 471;0;De 300 à 450 000 entrées;NON;;B;223;131;116;63,4;24,5;8,7;3,4;61;47,1
149;5 310;5 993;ASSOCIATION CULTURELLE EMILE ROUX;50,7;46.012696;0.670482;119331;NOUVELLE AQUITAINE;16106;2711;16;16102;Confolens;2711;06-autres communes et unités urbaines;1;28;494;-0,1;De 5 à 10 000 entrées;E;JP;I;143;99;0;60,1;33,3;3,8;2,7;78;57,4
100;2 633;34 582;DK PRODUCTION;28,4;43.803799;7.330148;119812;PROVENCE-ALPES-COTE D'AZUR;6048;7412;6;6701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;1;29;62;-0,9;De 2 à 5 000 entrées;NON;;B;49;41;1;73,1;17,2;7,7;2;12;25,3
250;546;795 838;SOCIETE D EXPLOITATION DU CASINO ET HOTELS DE CONTREXEVILLE;37;48.187388;5.923709;120071;GRAND EST;88114;3259;88;88109;Contrexéville;3259;06-autres communes et unités urbaines;1;20;102;-1;Moins de 2000 entrées;NON;;I;39;30;0;30,2;62,1;7,2;0,5;11;41,5
2371;152 053;12 051;GAUMONT;77;50.931939;1.8108;120181;HAUTS DE FRANCE;62239;2519;62;62504;Calais;100640;04-Unités urbaines de 100 000 hbts ou plus;12;31;10 459;11,6;De 150 à 200 000 entrées;NON;;B;177;114;99;56,7;16,7;19,2;7,4;44;73,3
615;4 485;2 454;SARL CINE FOGATA LUCIANI;72,2;42.627056;8.921392;120241;CORSE;2B093;957;2B;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;28;401;0,8;De 2 à 5 000 entrées;NON;;R;81;56;1;59,9;19,7;10,9;9,5;31;77,5
380;17 699;694 551;EDEN CASINO;57,4;48.603813;2.469302;120293;ILE-DE-FRANCE;91174;50412;91;851;Paris;10706072;03-Petite couronne;3;31;1 975;-1;De 10 à 20 000 entrées;C;JPPR;B;158;114;54;57;29;7,9;6,1;82;65,7
371;2 036;6 947;CINE DOCKS;77;49.908852;2.515061;120434;HAUTS DE FRANCE;80212;6293;80;80208;Corbie;8149;06-autres communes et unités urbaines;1;13;19;-0,7;De 2 à 5 000 entrées;NON;;C;15;10;0;31,1;44,7;14;10,2;8;91,5
307;5 226;7 195;COMMUNE DE CORMEILLES EN PARISIS;23,8;48.959824;2.189151;120963;ILE-DE-FRANCE;95176;23661;95;851;Paris;10706072;03-Petite couronne;1;22;119;-0,3;De 5 à 10 000 entrées;NON;;B;99;59;0;62,5;30,9;3,4;3,2;51;19,6
232;3 200;5 421;SARL PIEVE DI TALCINI;32,1;42.301162;9.151626;121792;CORSE;2B096;7331;2B;2B203;Corte;7331;06-autres communes et unités urbaines;2;17;556;-0,4;De 2 à 5 000 entrées;NON;;I;41;31;10;61,9;31;3,2;3,9;11;30
320;16 472;9 731;EDEN CINEMA SARL;33,5;47.409738;2.924065;121951;BOURGOGNE / FRANCHE-COMTE;58086;10388;58;58301;Cosne-Cours-sur-Loire;11508;06-autres communes et unités urbaines;2;30;930;0,7;De 10 à 20 000 entrées;E;;C;117;93;11;57,7;29,4;6;6,8;43;43,7
54;3 393;7 720;ASSOCIATION COTIGNAC CINEMA;37,4;43.527138;6.149835;122243;PROVENCE-ALPES-COTE D'AZUR;83046;2254;83;83204;Carcès;7028;06-autres communes et unités urbaines;1;20;106;-0,6;De 2 à 5 000 entrées;E;;C;78;59;2;63;28,9;6;2,1;43;24,7
278;4 367;92 168;ASSOCIATION RETAISE DE DEVELOPPEMENT CULTUREL;22,7;46.191994;-1.426164;122291;NOUVELLE AQUITAINE;17121;1199;17;17118;Ars-en-Ré;4467;06-autres communes et unités urbaines;1;28;503;-1;De 2 à 5 000 entrées;E;;C;115;89;2;52,7;36,1;8,2;2,9;63;17,2
314;6 077;10 536;CINE LIGUE HAUTS DE FRANCE;36,8;51.018022;2.380798;122525;HAUTS DE FRANCE;59155;21360;59;59602;Dunkerque;177103;04-Unités urbaines de 100 000 hbts ou plus;1;27;98;-0,4;De 5 à 10 000 entrées;NON;;B;50;38;0;51,5;33,3;3,3;11,9;23;42,6
0;12 410;34 926;CINE RURAL 60;18,8;49.412798;1.840232;122720;HAUTS DE FRANCE;60164;951;60;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;27;372;-0,6;De 10 à 20 000 entrées;E;JPPR;R;64;29;0;39,7;55;4,5;0,7;30;15,3
568;16 105;265 965;ZARATHUSHTRA;44,4;48.809696;3.090876;123373;ILE-DE-FRANCE;77131;15116;77;77402;Coulommiers;27344;03-Petite couronne;4;19;1 016;-0,9;De 10 à 20 000 entrées;D;JP;C;43;30;19;100;0;0;0;11;68,4
360;1 544;50 554;ASSOCIATION ESPACE CARPEAUX;1,6;48.899883;2.259136;123905;ILE-DE-FRANCE;92026;83136;92;851;Paris;10706072;02-Grande Couronne;1;3;11;-1;Moins de 2000 entrées;NON;;B;8;4;1;80,7;19,3;0;0;0;1,4
139;18 446;269 904;ASSOCIATION ESPACE CARPEAUX;20,2;48.901327;2.271867;123914;ILE-DE-FRANCE;92026;83136;92;851;Paris;10706072;02-Grande Couronne;1;30;779;-0,9;De 10 à 20 000 entrées;NON;;B;126;78;2;48,6;44,4;5,3;1,7;69;13
195;8 592;19 280;ASSOCIATION DEVELOPPEMENT LOISIRS ET CULTURE;39,6;48.926821;2.391627;125135;ILE-DE-FRANCE;93027;41733;93;851;Paris;10706072;02-Grande Couronne;1;28;569;-0,6;De 5 à 10 000 entrées;C;RDJPPR;B;156;78;0;53,4;31,4;6,6;8,5;95;42,5
476;18 861;161 556;KALEIDOSCOPE;55,6;45.731555;3.199146;125201;AUVERGNE / RHONE-ALPES;63124;19768;63;63701;Clermont-Ferrand;265892;04-Unités urbaines de 100 000 hbts ou plus;3;31;2 477;-0,9;De 10 à 20 000 entrées;C;;B;119;100;33;38,9;15,8;19,7;25,5;62;54,1
124;2 640;2 623;ASSOCIATION COURPIERE CINEMA;76;45.755201;3.536932;125291;AUVERGNE / RHONE-ALPES;63125;4234;63;63115;Courpière;4234;06-autres communes et unités urbaines;1;31;184;0;De 2 à 5 000 entrées;NON;;I;90;69;1;61,4;17,5;11,9;9,2;43;82,1
292;5 860;14 822;ASSOCIATION CULTURE ET RENCONTRES;28,2;50.453829;2.940575;125322;HAUTS DE FRANCE;62250;10696;62;756;Douai - Lens;504537;04-Unités urbaines de 100 000 hbts ou plus;1;20;189;-0,6;De 5 à 10 000 entrées;NON;;B;55;45;2;44,7;40,7;12;2,6;9;25,3
189;1 177;345;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;58,8;46.100564;4.328791;125424;AUVERGNE / RHONE-ALPES;69066;4589;69;69106;Cours-la-Ville;4589;06-autres communes et unités urbaines;1;24;69;2,4;Moins de 2000 entrées;NON;;I;59;39;0;49,2;40,6;10,2;0;23;40,1
240;5 432;12 240;SOCIETE NORMANDE D EXPLOITATION INDUSTRIELLE ET COMMERCIALE;37,8;49.334767;-0.457474;125513;NORMANDIE;14191;4118;14;14118;Courseulles-sur-Mer;4118;06-autres communes et unités urbaines;1;28;288;-0,6;De 5 à 10 000 entrées;E;;I;105;74;0;71,1;22,8;4,1;2;45;33,9
104;676;41 174;VILLE DE LA COURTINE;46,9;45.701627;2.260588;125933;NOUVELLE AQUITAINE;23067;710;23;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;30;85;-1;Moins de 2000 entrées;NON;;R;56;47;0;74,7;16,9;5,9;2,6;17;49,9
272;20 382;26 385;SOCIETE DU CINEMA MAJESTIC;42,4;49.050552;-1.444356;126311;NORMANDIE;50147;8688;50;50206;Coutances;9110;06-autres communes et unités urbaines;2;30;1 240;-0,2;De 20 à 30 000 entrées;E;RDJPPR;C;142;103;26;61,7;22,3;10,7;5,3;78;48,5
183;22 130;17 940;CENTRE DEPARTEMENTAL DE PROMOTION DU CINEMA;70,7;45.904817;6.100656;127103;AUVERGNE / RHONE-ALPES;74010;125694;74;74601;Annecy;168098;04-Unités urbaines de 100 000 hbts ou plus;1;31;708;0,2;De 20 à 30 000 entrées;C;RDJP;C;183;116;5;61,3;19;12,7;7;119;75,5
349;5 263;19 716;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;14,9;45.745756;4.718034;127232;AUVERGNE / RHONE-ALPES;69069;10979;69;758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;18;124;-0,7;De 5 à 10 000 entrées;NON;;B;70;50;0;44,9;44,3;1,5;9,3;38;22,2
222;5 227;41 001;COMMUNE DE LA CRECHE;49,6;46.362399;-0.298072;127501;NOUVELLE AQUITAINE;79048;5524;79;79202;La Crèche;5524;06-autres communes et unités urbaines;1;29;214;-0,9;De 5 à 10 000 entrées;E;JPPR;I;104;75;0;79,9;8,1;7,6;4,3;51;49,2
