fauteuils;entrees_2018;entrees_2017;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
231;19 813;20 109;VILLE DE MARCOUSSIS;52,8;48.642026;2.222592;246432;ILE-DE-FRANCE;91363;8132;91;851;Paris;10706072;petite couronne;1;53;750;-1,50%;De 10 à 20 000 entrées;catégorie C;;banlieue;181;140;2;58,2;27;12,5;2,3;114;45,5
336;68 243;81 616;VILLE DE MARLY LE ROI;52,6;48.871284;2.095564;248192;ILE-DE-FRANCE;78372;16431;78;851;Paris;10706072;petite couronne;2;52;2 954;-16,40%;De 50 à 80 000 entrées;catégorie C;RDJP;banlieue;258;185;78;59,8;22,4;14,4;3,4;167;49,8
498;31 020;49 667;CINEMASSY;78,5;48.732679;2.288638;252134;ILE-DE-FRANCE;91377;48363;91;851;Paris;10706072;petite couronne;3;53;3 701;-37,50%;De 30 à 40 000 entrées;catégorie C;JP;banlieue;211;185;52;58,7;10;22,7;8,7;176;84,2
102;29 510;29 876;VILLE DE MAULE;51,3;48.916554;1.821165;252712;ILE-DE-FRANCE;78380;5800;78;78301;Maule;10150;petite couronne;1;50;1 394;-1,20%;De 20 à 30 000 entrées;catégorie E;RDJPPR;commune-centre;234;196;3;60,8;25,2;11;2,9;145;42,7
1129;244 350;262 036;UGC;16;48.95945;2.882959;254781;ILE-DE-FRANCE;77284;53720;77;77501;Meaux;74463;petite couronne;7;53;12 899;-6,70%;De 200 à 300 000 entrées;non classé;;commune-centre;304;185;123;35,4;54,7;9,3;0,7;170;11,3
566;35 900;34 620;SNES (Font)/ADCI;32,6;48.533449;2.6548;255991;ILE-DE-FRANCE;77288;39914;77;851;Paris;10706072;petite couronne;3;53;3 081;4%;De 30 à 40 000 entrées;catégorie C;JPPR;banlieue;299;234;64;44,7;39,6;13,7;2;147;34
324;85 899;20 452;ESPACE CULTUREL MENNECY (TIERS FERME);14,9;48.564849;2.441479;256983;ILE-DE-FRANCE;91386;13959;91;851;Paris;10706072;petite couronne;3;53;4 799;320%;De 80 à 100 000 entrées;non classé;;banlieue;176;144;95;40,1;47,8;11,9;0,3;55;12,3
228;7 522;7 453;0;31,9;49.060326;2.170288;258952;ILE-DE-FRANCE;95394;9531;95;851;Paris;10706072;petite couronne;1;41;254;1%;De 5 à 10 000 entrées;non classé;;banlieue;119;93;0;55;26,1;11,6;7,3;42;41,3
458;26 234;24 784;VILLE DE MEUDON;54,9;48.81334;2.235774;260903;ILE-DE-FRANCE;92048;45317;92;851;Paris;10706072;grande couronne;1;44;412;6%;De 20 à 30 000 entrées;catégorie C;;banlieue;173;112;1;35,3;33,3;22;9,4;110;58,4
268;12 282;12 865;VILLE DE MEUDON;50,3;48.7873;2.23254;260904;ILE-DE-FRANCE;92048;45317;92;851;Paris;10706072;grande couronne;1;44;358;-4,50%;De 10 à 20 000 entrées;non classé;;banlieue;134;100;1;69,6;18,5;8,4;3,4;69;45,6
210;12 875;25 269;VILLE DE MITRY MORY;59,1;48.956929;2.603083;263912;ILE-DE-FRANCE;77294;19847;77;851;Paris;10706072;petite couronne;1;24;572;-49,00%;De 10 à 20 000 entrées;catégorie C;RDJP;banlieue;147;72;3;48,1;33,2;17,3;1,4;106;58,5
349;13 292;13 147;SYNDICAT D'AGGLOMERATION NOUVELLE DE SENART VILLE NOUVELLE;41,5;48.628281;2.589982;264672;ILE-DE-FRANCE;77296;17630;77;851;Paris;10706072;petite couronne;1;48;675;1%;De 10 à 20 000 entrées;non classé;;banlieue;161;119;0;44,2;35,5;18,5;1,8;84;50,1
45;5 860;6 108;ONZE VINGT QUATORZE OU 11 X 20 + 14;88;48.490092;3.148397;267481;ILE-DE-FRANCE;77298;463;77;0;Zone rurale;14541106;petite couronne;1;44;502;-4,10%;De 5 à 10 000 entrées;catégorie E;;territoire rural;223;165;0;56,6;10,4;17,3;15,6;199;85,9
329;40 463;39 426;COMMUNAUTE D'AGGLOMERATION SENART VAL DE SEINE;72,9;48.703763;2.46109;272392;ILE-DE-FRANCE;91421;23727;91;851;Paris;10706072;petite couronne;1;49;1 162;3%;De 40 à 50 000 entrées;catégorie C;RDJP;banlieue;226;170;1;60,9;18,7;14,2;6,1;175;71,4
282;13 786;19 145;VILLE DE MONTIGNY LE BRETONNEUX;33,2;48.77004;2.03446;273071;ILE-DE-FRANCE;78423;33123;78;851;Paris;10706072;petite couronne;1;37;292;-28,00%;De 10 à 20 000 entrées;non classé;;banlieue;85;49;0;47,6;32,7;15,4;4,3;37;43,6
304;8 723;11 339;VILLE DE MONTIGNY LES CORMEILLES;35,4;48.997001;2.200873;273182;ILE-DE-FRANCE;95424;20789;95;851;Paris;10706072;petite couronne;1;42;130;-23,10%;De 5 à 10 000 entrées;non classé;;banlieue;48;31;0;26,2;43;23,9;7;20;40,7
222;40 272;45 386;VILLE DE MONTMORENCY;51,6;48.988818;2.318091;274702;ILE-DE-FRANCE;95428;21258;95;851;Paris;10706072;petite couronne;2;53;2 395;-11,30%;De 40 à 50 000 entrées;catégorie C;JPPR;banlieue;285;197;53;53,6;28;13,9;4,6;175;50,1
1139;331 840;306 934;VILLE DE MONTREUIL SOUS BOIS;77,7;48.862437;2.442502;276086;ILE-DE-FRANCE;93048;106691;93;851;Paris;10706072;grande couronne;6;53;8 878;8%;De 300 à 450 000 entrées;catégorie C;RDJPPR;banlieue;602;319;246;50,4;24,2;16,4;8,9;476;75,2
162;19 504;18 821;VILLE DE MONTROUGE;54;48.813222;2.311441;276554;ILE-DE-FRANCE;92049;48991;92;851;Paris;10706072;grande couronne;1;48;695;4%;De 10 à 20 000 entrées;catégorie C;;banlieue;158;126;1;54,6;20,5;18,9;6,1;97;58,8
360;36 848;38 128;VILLE DES MUREAUX;30,2;48.993874;1.910246;283043;ILE-DE-FRANCE;78440;32048;78;851;Paris;10706072;petite couronne;2;52;2 192;-3,40%;De 30 à 40 000 entrées;catégorie C;JP;banlieue;246;185;10;40,8;39,1;18,6;1,5;111;37
132;10 149;10 009;VILLE DE NANGIS;35;48.555127;3.0133;284362;ILE-DE-FRANCE;77327;8593;77;77208;Nangis;8593;petite couronne;1;44;580;1%;De 10 à 20 000 entrées;catégorie E;JPPR;commune isolée;143;91;0;52,1;31,9;14,5;1,6;71;45,7
660;130 246;131 694;SOCIETE D'ECO MIXTE D'AMENAGEMENT GESTION DE LA VILLE DE NANTERR;41,4;48.892601;2.195729;284490;ILE-DE-FRANCE;92050;93742;92;851;Paris;10706072;grande couronne;4;53;6 920;-1,10%;De 100 à 150 000 entrées;catégorie C;RDJPPR;banlieue;289;178;100;38,9;44,6;12;4,6;180;35,7
641;35 808;40 926;LES MELIES;9,1;48.265654;2.695374;286831;ILE-DE-FRANCE;77333;13358;77;77401;Nemours;21380;petite couronne;3;53;2 666;-12,50%;De 30 à 40 000 entrées;non classé;;commune-centre;152;102;44;38,5;51;10;0,5;70;14,6
146;21 985;22 377;VILLE DE NEUILLY  PLAISANCE;61,7;48.87311;2.510505;288024;ILE-DE-FRANCE;93049;21165;93;851;Paris;10706072;grande couronne;1;49;1 115;-1,80%;De 20 à 30 000 entrées;catégorie C;JP;banlieue;213;156;0;58,8;17,8;18,2;5,2;147;59,1
500;67 009;71 025;VILLE DE NEUILLY SUR SEINE;27,6;48.885364;2.268222;288151;ILE-DE-FRANCE;92051;60910;92;851;Paris;10706072;grande couronne;2;53;2 494;-5,70%;De 50 à 80 000 entrées;non classé;;banlieue;128;89;36;60;23,5;14,5;2;59;33,7
815;201 231;210 277;MEGARAMA;30,7;48.838331;2.489437;291891;ILE-DE-FRANCE;94052;31550;94;851;Paris;10706072;grande couronne;6;53;9 433;-4,30%;De 200 à 300 000 entrées;catégorie C;;banlieue;325;230;112;42,1;40,7;14,7;2,5;189;26,7
221;40 569;42 982;CENTRE D'ART ET DE CULTURE DE MARNE LA VALLEE;83,4;48.84468;2.624254;292341;ILE-DE-FRANCE;77337;15627;77;851;Paris;10706072;petite couronne;1;50;1 190;-5,60%;De 40 à 50 000 entrées;catégorie C;RDJPPR;banlieue;181;124;10;55,2;20,7;16,2;7,9;154;78,1
1797;456 989;537 333;UGC;23;48.840097;2.547002;292374;ILE-DE-FRANCE;93051;66213;93;851;Paris;10706072;grande couronne;10;53;21 128;-15,00%;De 450 à 700 000 entrées;non classé;;banlieue;248;177;173;33,7;54,8;11,3;0,3;104;12,6
416;114 019;114 358;VILLE DE NOISY LE GRAND;68,5;48.849023;2.552482;292377;ILE-DE-FRANCE;93051;66213;93;851;Paris;10706072;grande couronne;3;53;5 346;-0,30%;De 100 à 150 000 entrées;catégorie C;RDJPPR;banlieue;258;166;69;43,8;26,5;19,1;10,5;198;70,8
388;15 980;16 519;CENTRE CULTUREL COMMUNAL D'ORLY;42,4;48.742445;2.395558;298964;ILE-DE-FRANCE;94054;23272;94;851;Paris;10706072;grande couronne;1;45;427;-3,30%;De 10 à 20 000 entrées;non classé;;banlieue;148;96;0;40,7;29,8;19;10,5;73;47,3
358;5 219;4 699;VILLE D'ORMESSON SUR MARNE;39;48.786098;2.544935;299122;ILE-DE-FRANCE;94055;10161;94;851;Paris;10706072;grande couronne;1;27;81;11%;De 5 à 10 000 entrées;non classé;;banlieue;41;11;0;38,5;33,3;5,2;23;17;63,3
279;53 458;55 113;VILLE D'ORSAY;78,5;48.698781;2.189727;299572;ILE-DE-FRANCE;91471;16530;91;851;Paris;10706072;petite couronne;2;53;2 449;-3,00%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;291;180;30;49,6;21,4;20,2;8,8;230;78,4
171;11 977;11 622;VILLE OZOIR LA FERRIERE;24,7;48.762604;2.664715;301781;ILE-DE-FRANCE;77350;20137;77;851;Paris;10706072;petite couronne;1;52;519;3%;De 10 à 20 000 entrées;non classé;;banlieue;119;97;0;63,6;26,2;9,7;0,5;33;29,4
545;172 911;213 923;NORD OUEST EXPLOITATION CINEMAS;41,4;48.71031;2.243459;302485;ILE-DE-FRANCE;91477;33114;91;851;Paris;10706072;petite couronne;4;53;5 487;-19,20%;De 150 à 200 000 entrées;catégorie C;JPPR;banlieue;262;165;67;32,3;50,1;15,2;2,4;165;29,1
457;80 939;74 605;VILLE DE PANTIN;79,8;48.89218;2.408907;303281;ILE-DE-FRANCE;93055;55180;93;851;Paris;10706072;grande couronne;3;47;3 037;8%;De 80 à 100 000 entrées;catégorie C;RDJPPR;banlieue;281;162;45;52,4;24,6;11;11,9;244;82,9
314;6 315;6 956;LE CENTRE CULTUREL DES PORTES DE L' ESSONNE;31,2;48.712693;2.363281;303445;ILE-DE-FRANCE;91479;7437;91;851;Paris;10706072;petite couronne;1;46;109;-9,20%;De 5 à 10 000 entrées;non classé;;banlieue;79;64;2;71,4;23,2;3,4;2;25;35,1
329;43 402;44 708;CENTRE D'EXPRESSION CULTURELLE ARTISTIQUE ET SPORT;41,7;48.903037;2.507379;305402;ILE-DE-FRANCE;93057;23356;93;851;Paris;10706072;grande couronne;1;51;1 157;-2,90%;De 40 à 50 000 entrées;catégorie C;;banlieue;227;187;2;50,4;32,3;14,2;3,1;119;36,1
198;45 756;46 345;VILLE DU PERREUX SUR MARNE;55,9;48.84694;2.509968;307692;ILE-DE-FRANCE;94058;33970;94;851;Paris;10706072;grande couronne;1;48;1 139;-1,30%;De 40 à 50 000 entrées;catégorie C;;banlieue;210;148;39;60;21,8;13,3;4,9;133;52,2
400;63 199;65 071;;33,6;48.777607;2.254424;314413;ILE-DE-FRANCE;92060;28974;92;851;Paris;10706072;grande couronne;2;53;2 275;-2,90%;De 50 à 80 000 entrées;catégorie C;JP;banlieue;241;184;18;48,9;33,9;12,6;4,6;120;28,4
340;8 506;9 082;VILLE DU PLESSIS TREVISE;31,4;48.80535;2.578145;314451;ILE-DE-FRANCE;94059;20102;94;851;Paris;10706072;grande couronne;1;46;277;-6,30%;De 5 à 10 000 entrées;non classé;;banlieue;56;47;0;80,8;15;3,8;0,4;18;26,4
983;176 587;204 497;C2L;11,4;48.92287;2.029616;317291;ILE-DE-FRANCE;78498;37093;78;851;Paris;10706072;petite couronne;5;53;8 824;-13,60%;De 150 à 200 000 entrées;non classé;;banlieue;170;142;130;28,2;58,3;13,1;0,4;33;8,9
295;49 436;52 395;ASSOCIATION APOLLO;34,1;48.803412;2.611316;318801;ILE-DE-FRANCE;77373;38370;77;851;Paris;10706072;petite couronne;2;50;2 385;-5,60%;De 40 à 50 000 entrées;catégorie C;JP;banlieue;271;202;21;43,4;37,9;17,5;1,2;147;34,8
272;28 242;29 264;UTOPIA LATIN;80,7;49.049188;2.099047;320532;ILE-DE-FRANCE;95500;30487;95;851;Paris;10706072;petite couronne;1;47;678;-3,50%;De 20 à 30 000 entrées;catégorie C;;banlieue;195;164;106;62,4;13,6;16;8,1;164;79,9
570;100 476;111 862;C2L;13,5;48.559158;3.304398;326550;ILE-DE-FRANCE;77379;11683;77;77303;Provins;12905;petite couronne;4;53;7 000;-10,20%;De 100 à 150 000 entrées;catégorie E;PR;commune-centre;249;186;85;31,5;57,9;10,3;0,3;111;9,8
3642;1 438 481;1 577 790;UGC;27,8;48.876233;2.242749;327945;ILE-DE-FRANCE;92062;45146;92;851;Paris;10706072;grande couronne;16;53;35 211;-8,80%;De 1 à 1,5 million d'entrées;non classé;;banlieue;383;287;258;26,4;56,4;15,7;1,5;181;18,4
480;49 748;52 934;STE NOUVELLE DES CINEMAS DE DREUX (Brunet-Dupuy);23,9;48.885137;2.239127;327961;ILE-DE-FRANCE;92062;45146;92;851;Paris;10706072;grande couronne;2;49;2 616;-6,00%;De 40 à 50 000 entrées;non classé;;banlieue;163;112;24;37,8;42,5;16,1;3,6;76;24,4
320;37 971;47 310;C2L;40,3;48.644508;1.823157;331271;ILE-DE-FRANCE;78517;25456;78;78401;Rambouillet;25456;petite couronne;2;53;2 494;-19,70%;De 30 à 40 000 entrées;catégorie D;;commune isolée;128;116;33;53,1;31;15;0,8;63;25,5
709;62 466;67 147;COMMUNAUTE D'AGGLOMERATION EVRY CENTRE ESSONNE;69,5;48.65291;2.418053;338332;ILE-DE-FRANCE;91521;27797;91;851;Paris;10706072;petite couronne;3;53;3 352;-7,00%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;304;177;74;57,1;20,3;14,4;8,1;228;71,2
291;18 660;21 075;COMMUNAUTE D'AGGLOMERATION EVRY CENTRE ESSONNE;39,5;48.651395;2.414242;338335;ILE-DE-FRANCE;91521;27797;91;851;Paris;10706072;petite couronne;1;53;1 060;-11,50%;De 10 à 20 000 entrées;non classé;;banlieue;126;75;21;65,7;22,8;8,6;2,9;59;47,9
192;15 805;16 425;VILLE DE ROISSY EN BRIE;17,9;48.793178;2.648662;341321;ILE-DE-FRANCE;77390;23048;77;851;Paris;10706072;petite couronne;1;53;636;-3,80%;De 10 à 20 000 entrées;non classé;;banlieue;137;105;2;29,5;53,6;15,8;1,1;39;21,2
436;57 109;62 673;SYNDICAT INTERCOMMUNAL DE GESTION DU CINEMA LE TRIANON;60,4;48.883869;2.44086;341652;ILE-DE-FRANCE;93063;26031;93;851;Paris;10706072;grande couronne;1;49;1 307;-8,90%;De 50 à 80 000 entrées;catégorie C;RDJP;banlieue;277;165;6;44,5;26,3;19,6;9,6;196;57,2
3324;1 110 865;1 293 964;UGC;15,2;48.880702;2.480345;343750;ILE-DE-FRANCE;93064;44728;93;851;Paris;10706072;grande couronne;15;53;31 532;-14,20%;De 1 à 1,5 million d'entrées;non classé;;banlieue;297;211;205;27;60,7;11,6;0,7;100;8,6
229;11 408;9 118;VILLE DE ROSNY SOUS BOIS;58,4;48.873327;2.482728;343762;ILE-DE-FRANCE;93064;44728;93;851;Paris;10706072;grande couronne;1;44;341;25%;De 10 à 20 000 entrées;non classé;;banlieue;154;109;0;47,7;16,3;24,5;11,6;106;72,1
689;110 058;133 690;SOCIETE D'ECONOMIE MIXTE THEATRE ANDRE MALRAUX;52;48.879844;2.180852;347162;ILE-DE-FRANCE;92063;78794;92;851;Paris;10706072;grande couronne;3;51;4 255;-17,70%;De 100 à 150 000 entrées;non classé;;banlieue;150;110;63;62,1;23,4;10,4;4;93;46,5
688;141 698;150 524;SOCIETE D'ECONOMIE MIXTE THEATRE ANDRE MALRAUX;8,8;48.862565;2.194794;347175;ILE-DE-FRANCE;92063;78794;92;851;Paris;10706072;grande couronne;3;53;4 054;-5,90%;De 100 à 150 000 entrées;non classé;;banlieue;87;72;62;28,5;58,8;12,6;0,1;15;5,1
436;153 281;175 576;C2L;16;48.937892;2.159419;353531;ILE-DE-FRANCE;78586;52538;78;851;Paris;10706072;petite couronne;5;53;8 888;-12,70%;De 150 à 200 000 entrées;non classé;;banlieue;192;162;127;36,9;50,5;11,9;0,6;62;12
390;21 953;19 662;VILLE DE SAVIGNY LE TEMPLE;34,3;48.57649;2.579118;356431;ILE-DE-FRANCE;77445;30260;77;851;Paris;10706072;petite couronne;1;51;895;12%;De 20 à 30 000 entrées;catégorie C;;banlieue;184;126;9;50,3;34,6;13,4;1,7;82;33,9
270;69 510;64 359;VILLE DE SCEAUX;74,2;48.777656;2.292628;356871;ILE-DE-FRANCE;92071;19355;92;851;Paris;10706072;grande couronne;1;53;1 198;8%;De 50 à 80 000 entrées;catégorie C;JPPR;banlieue;225;148;19;57;20,5;14,2;8,3;169;72,1
380;22 908;24 799;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE SEVRES ESPACE LOI;69;48.82472689999999;2.21509930000002;362414;ILE-DE-FRANCE;92072;23332;92;851;Paris;10706072;grande couronne;1;46;387;-7,60%;De 20 à 30 000 entrées;catégorie C;;banlieue;125;106;1;49,2;24,5;15,6;10,7;84;70
699;10 505;8 284;VILLE DE STAINS;39,3;48.951678;2.381372;368403;ILE-DE-FRANCE;93072;39551;93;851;Paris;10706072;grande couronne;1;31;120;27%;De 10 à 20 000 entrées;non classé;;banlieue;79;40;0;24;42,8;21,7;11,5;30;36
205;27 444;24 729;VILLE DE SUCY EN BRIE;45,7;48.772452;2.512597;370073;ILE-DE-FRANCE;94071;26264;94;851;Paris;10706072;grande couronne;1;45;394;11%;De 20 à 30 000 entrées;non classé;;banlieue;153;114;1;67,5;19;9,5;4;80;48,3
644;118 111;124 721;VILLE DE SURESNES (Henochsberg à 40%);44,6;48.871363;2.229109;370411;ILE-DE-FRANCE;92073;48565;92;851;Paris;10706072;grande couronne;4;51;6 236;-5,30%;De 100 à 150 000 entrées;catégorie C;JP;banlieue;205;145;89;46,3;36,3;13,2;4,2;124;37,3
439;43 648;43 053;VILLE DE SAINT ARNOULT EN YVELINES;26,8;48.571134;1.933453;374021;ILE-DE-FRANCE;78537;6086;78;78202;Saint-Arnoult-en-Yvelines;6086;petite couronne;1;53;1 109;1%;De 40 à 50 000 entrées;catégorie E;;commune isolée;156;133;0;45,8;42,1;11;1,2;65;17,7
466;45 591;46 278;VILLE DE SAINT CLOUD;61,5;48.852362;2.216385;379671;ILE-DE-FRANCE;92064;29362;92;851;Paris;10706072;grande couronne;2;49;1 451;-1,50%;De 40 à 50 000 entrées;catégorie C;;banlieue;218;153;83;56,4;22,6;15,4;5,6;147;60,7
168;17 852;22 828;VILLE DE SAINT CYR L' ECOLE;51,8;48.799763;2.067533;381152;ILE-DE-FRANCE;78545;18221;78;851;Paris;10706072;petite couronne;1;40;795;-21,80%;De 10 à 20 000 entrées;catégorie C;JP;banlieue;176;125;0;50,9;23,1;22;4;107;56,7
398;71 754;74 836;VILLE DE SAINT DENIS;81,6;48.93659;2.358747;381912;ILE-DE-FRANCE;93066;111103;93;851;Paris;10706072;grande couronne;2;49;2 518;-4,10%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;373;213;43;46,8;26,3;19,2;7,7;299;75,6
1513;265 622;289 853;Les cinemas GAUMONT-PATHE;4,9;48.925395;2.363117;381941;ILE-DE-FRANCE;93066;111103;93;851;Paris;10706072;grande couronne;9;53;14 835;-8,40%;De 200 à 300 000 entrées;non classé;;banlieue;179;137;125;13,4;57,7;9;19,9;15;3
222;7 013;7 462;VILLE DE SAINT FARGEAU PONTHIERRY;44,7;48.535934;2.547053;384792;ILE-DE-FRANCE;77407;14172;77;851;Paris;10706072;petite couronne;1;42;342;-6,00%;De 5 à 10 000 entrées;catégorie C;;banlieue;130;67;0;61,2;24,7;13,8;0,3;73;54,3
728;78 019;91 591;CINAEA;2,9;48.647712;2.326708;386864;ILE-DE-FRANCE;91549;35857;91;851;Paris;10706072;petite couronne;4;53;6 539;-14,80%;De 50 à 80 000 entrées;non classé;;banlieue;118;96;80;32,7;57,9;9,4;0;13;1,9
742;194 203;213 529;C2L;31,9;48.896605;2.090977;388971;ILE-DE-FRANCE;78551;39980;78;851;Paris;10706072;petite couronne;5;53;8 838;-9,10%;De 150 à 200 000 entrées;non classé;;banlieue;170;134;120;32,1;52;15,8;0,1;66;26,4
487;65 247;64 509;ASSOCIATION OFFICE CULTUREL DE SAINT GRATIEN;86,9;48.971269;2.274468;390452;ILE-DE-FRANCE;95555;20827;95;851;Paris;10706072;petite couronne;3;51;3 749;1%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;208;123;65;59,3;16,5;12,8;11,4;197;92,5
425;44 874;47 575;ATELIER THEATRE DE LA CITE;73,4;48.798427;2.485821;404603;ILE-DE-FRANCE;94068;75168;94;851;Paris;10706072;grande couronne;1;53;1 516;-5,70%;De 40 à 50 000 entrées;catégorie C;RDJPPR;banlieue;229;153;49;59,3;15,6;15;10;179;72,6
1001;116 278;143 610;DELTA EXPLOITATION;26;48.793451;2.514771;404612;ILE-DE-FRANCE;94068;75168;94;851;Paris;10706072;grande couronne;4;53;6 246;-19,00%;De 100 à 150 000 entrées;non classé;;banlieue;190;144;88;51,2;36,2;11,5;1,1;84;22,1
496;69 515;65 750;ASSOCIATION ESPACE MARCEL CARNE;79,5;48.637713;2.320768;406812;ILE-DE-FRANCE;91570;20160;91;851;Paris;10706072;petite couronne;3;53;2 885;6%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;284;172;39;56;18,2;17,9;7,8;239;73,9
513;144 555;155 280;UTOPIA LATIN;81,5;49.044334;2.106823;408323;ILE-DE-FRANCE;95572;24498;95;851;Paris;10706072;petite couronne;5;51;7 466;-6,90%;De 100 à 150 000 entrées;catégorie C;RDJPPR;banlieue;370;234;139;57,1;16,7;19,4;6,7;303;78,5
683;57 842;55 591;VILLE DE SAINT OUEN;69,8;48.904144;2.339193;408441;ILE-DE-FRANCE;93070;48431;93;851;Paris;10706072;grande couronne;2;50;2 440;4%;De 50 à 80 000 entrées;catégorie C;RDJPPR;banlieue;251;186;18;43,3;26,6;20,3;9,8;188;64,8
3679;1 418 442;1 628 192;Les cinemas GAUMONT-PATHE;14,2;48.756508;2.371928;425503;ILE-DE-FRANCE;94073;28942;94;851;Paris;10706072;grande couronne;16;53;33 700;-12,90%;De 1 à 1,5 million d'entrées;non classé;;banlieue;277;229;226;24,1;63,1;12;0,8;61;7,7
2974;811 075;848 879;CGR;14,1;48.840592;2.654959;429132;ILE-DE-FRANCE;77468;23558;77;851;Paris;10706072;petite couronne;16;53;32 583;-4,50%;De 700 000 à 1 million d'entrées;non classé;;banlieue;326;244;242;25;61,4;12;1,7;69;6,5
218;23 240;23 554;ASSOCIATION CULTURELLE DE TRAPPES;56;48.780183;1.992423;432832;ILE-DE-FRANCE;78621;32346;78;851;Paris;10706072;petite couronne;1;47;911;-1,30%;De 20 à 30 000 entrées;catégorie C;JPPR;banlieue;212;141;2;45,8;29,4;19,3;5,5;135;65
524;108 161;117 851;VILLE DE TREMBLAY EN FRANCE;46,6;48.99649;2.550261;433972;ILE-DE-FRANCE;93073;35381;93;851;Paris;10706072;grande couronne;3;51;4 113;-8,20%;De 100 à 150 000 entrées;catégorie C;RDJPPR;banlieue;314;217;37;47,6;37,9;11,7;2,8;212;35,1
2380;728 901;737 117;EUROPACORP AEROVILLE;8,5;48.991044;2.524032;433975;ILE-DE-FRANCE;93073;35381;93;851;Paris;10706072;grande couronne;12;53;24 239;-1,10%;De 700 000 à 1 million d'entrées;non classé;;banlieue;208;162;152;21;67,3;11,3;0,4;27;5
600;95 621;118 730;UGC;9,5;48.675884;2.175597;437562;ILE-DE-FRANCE;91692;24764;91;851;Paris;10706072;petite couronne;4;53;6 425;-19,50%;De 80 à 100 000 entrées;non classé;;banlieue;95;86;81;34,8;56;9,2;0;9;4,5
311;7 569;7 587;ASSOCIATION VAIROISE D'ANIMATION CULTURELLE;27,5;48.874168;2.632366;439271;ILE-DE-FRANCE;77479;13579;77;851;Paris;10706072;petite couronne;1;47;357;-0,20%;De 5 à 10 000 entrées;non classé;;banlieue;100;82;1;76,7;11,5;11,8;0;30;29,4
192;18 362;17 644;VILLE DE VANVES;77,8;48.821779;2.287439;442002;ILE-DE-FRANCE;92075;27806;92;851;Paris;10706072;grande couronne;1;45;501;4%;De 10 à 20 000 entrées;catégorie C;;banlieue;167;135;0;54,1;24,6;11,2;10,1;132;74,9
1603;308 664;342 719;CINE MONTEREAU POINT COM;13,7;48.367677;2.957289;442370;ILE-DE-FRANCE;77482;3429;77;77403;Montereau-Fault-Yonne;27606;petite couronne;9;53;15 767;-9,90%;De 300 à 450 000 entrées;non classé;;banlieue;314;217;189;34;54,2;11,5;0,3;113;8
295;43 912;46 116;C2L;57;48.837881;2.157499;443601;ILE-DE-FRANCE;92076;8688;92;851;Paris;10706072;grande couronne;2;51;2 436;-4,80%;De 40 à 50 000 entrées;catégorie C;;banlieue;131;115;54;53,1;19,2;21;6,7;80;58,7
217;37 873;44 166;VILLE DE VAUREAL;20,2;49.030119;2.021182;444330;ILE-DE-FRANCE;95637;16221;95;851;Paris;10706072;petite couronne;2;50;2 257;-14,20%;De 30 à 40 000 entrées;non classé;;banlieue;253;182;18;26,9;54,9;13,6;4,6;76;21,6
285;22 145;27 282;VILLE DE VAUX LE PENIL;43,9;48.527795;2.689584;444791;ILE-DE-FRANCE;77487;11039;77;851;Paris;10706072;petite couronne;1;49;693;-18,80%;De 20 à 30 000 entrées;catégorie C;;banlieue;212;168;6;63,8;20,3;13,7;2,2;109;54,3
962;307 937;405 996;UGC;13,3;48.780955;2.220219;445702;ILE-DE-FRANCE;78640;21090;78;851;Paris;10706072;petite couronne;7;53;14 545;-24,20%;De 300 à 450 000 entrées;non classé;;banlieue;163;119;116;30,2;57,2;12,6;0;50;7
312;24 971;28 609;VILLE DE VERNEUIL SUR SEINE;26,8;48.979213;1.97461;448802;ILE-DE-FRANCE;78642;15366;78;851;Paris;10706072;petite couronne;1;50;844;-12,70%;De 20 à 30 000 entrées;non classé;;banlieue;206;176;2;55,5;28,8;14,8;0,9;81;25
491;35 347;0;;54,6;48.754993;2.269638;449542;ILE-DE-FRANCE;91645;15592;91;851;Paris;10706072;petite couronne;2;47;1 652;#DIV/0!;De 30 à 40 000 entrées;non classé;;banlieue;234;194;18;62,4;22;13;2,6;144;49,2
1590;376 582;397 995;UGC;20,6;48.807883;2.130901;449661;ILE-DE-FRANCE;78646;85771;78;851;Paris;10706072;petite couronne;8;53;16 443;-5,40%;De 300 à 450 000 entrées;non classé;;banlieue;271;182;141;36,5;48,7;14,6;0,2;129;19
